symbol,name,exchange,technology,industriaRBICS,finance,price,marketvalue,sales,netsales,ebit,depandamort,interest,netincome,taxes,retainearnigs,assests,currentassets,liabilities,daysreceiv,ccc,intangibles,netreceivables,freecashflow,cashflowoperations,capex,roaaverage,marketvaluelastyear,entreprisevalue,pricebv,pricetbv,growtheps,growthlongterm,pricetoearnings,evtoebitda,indistrifactset,equity,freecashtoassets,freecashtotangibleassets,debt
AMEH,"Apollo Medical Holdings, Inc.",NASDAQ,1,Healthcare,0,19.47,667.4120934,675.38177,357.74741,37.57776,19.075353,0.079689,25.801842,3.886785,1.734531,490.635793,144.159562,154.322623,,,293.38076,20.117304,50.98915,53.073923,2.08477,,676.5872448,749.58452,4.84731,,,,26.66666667,13.23112747,Services to the Health Industry,336.31317,0.103924644,0.258493531,0.314536007
AMID,"American Midstream Partners, LP",NYSE,0,Energy,0,3.89,206.0960916,792.04297,651.554,-102.549,113.271,70.163,-263.019,1.235,,1930.198,153.652,1422.078,52.23885127,30.75180089,302.876,98.132,-70.068,14.986,85.054,-12.27226789,160.5324254,2105.85005,2.570744,,0,,,2342.436096,Oil & Gas Pipelines,508.12,-0.036300939,-0.043057244,0.736752395
AMNB,American National Bankshares Inc.,NASDAQ,1,Finance,1,35.01,305.9873773,81.982002,81.982,,,1.588,22.579,5.646,141.537,1862.866,,1640.324,,,44.798,,,,,1.227471796,255.407328,288.8334436,1.148516,1.437984278,-0.3363252,,11.31660232,,Major Banks,222.542,,,0.880537838
AMOT,Allied Motion Technologies Inc.,NASDAQ,1,Industrials,0,40.86,387.5979683,302.00403,252.012,19.013,10.274,2.787,8.036,8.1,61.882,187.922,83.44,100.575,41.94837944,77.91863424,61.604,31.822,19.206,25.407,6.201,4.369279118,423.9293297,344.47475,3.571267,12.11744668,0,30,38.03448276,11.76203606,Electronic Equipment/Instruments,87.347,0.102201977,0.152044839,0.535195453
AMPH,Amphastar Pharmaceuticals Inc,NASDAQ,1,Healthcare,0,24.17,1114.188653,265.37799,240.175,-3.538,15.436,1.95,4.508,-2.885,76.235,454.665,187.778,117.336,47.698855,168.9398308,45.14,35.996,4.11,39.209,35.099,1.021755366,917.3501739,905.35308,2.659236,3.070059785,0,25,213.7777778,76.09287948,Pharmaceuticals: Other,337.329,0.009039623,0.010036017,0.258071327
AMR,"Alta Mesa Resources, Inc. Class A",NASDAQ,1,Energy,0,0.3105,118.2628934,389.97299,0,-2.37877,,0,1.893405,2.21963,1.891405,1041.978712,0.486911,40.59463,,,0,,-23.02737,-23.027374,0,0.363287156,380.8788887,1283.717947,58.93898,58.93790177,0,,991,,Oil & Gas Production,1001.384082,-0.022099655,-0.022099655,0.038959174
AMRC,"Ameresco, Inc. Class A",NYSE,0,Business Services,0,17.51,810.2927543,780.8999,787.138,59.099,30.529,,37.984,4.813,269.806,1161.634,289.252,770.04,93.93485323,18.23908003,60.336,186.343,-182.817,-53.201,129.616,3.48869943,648.2757074,842.8111,1.731302,2.061308826,7.590759,14.33333,17.40740741,9.40343531,Engineering & Construction,391.594,-0.157379175,-0.166001391,0.66289382
AMRS,"Amyris, Inc.",NASDAQ,1,Non-Energy Materials,0,4.56,348.9585601,141.64601,143.445,-39.515,11.358,34.032,-72.329,0.295,-1206.767,151.483,104.607,346.19,60.55725191,2.294288625,0.56,33.621,-105.029,-100.617,4.412,-51.41457797,255.5968367,232.4288875,,,0,,,,Chemicals: Specialty,-194.707,-0.693338526,-0.69591116,2.285338949
AMSC,American Superconductor Corporation,NASDAQ,1,Industrials,0,13.96,298.9952706,55.116997,48.403,-25.559,6.559,,-32.776,-0.161,-988.333,88.175,67.176,35.946,69.07800136,212.2064822,4.949,10.365,-27.361,-24.827,2.549,-34.7905466,238.2085954,76.30394,2.337133,2.581775019,0,25,,,Electrical Products,52.229,-0.310303374,-0.328755437,0.407666572
AMSF,"AMERISAFE, Inc.",NASDAQ,1,Finance,1,61.66,1188.188225,380.23099,380.231,,0.996,0,71.632,15.949,221.328,1532.86,339.256,1123.098,,,,,97.142,98.268,1.126,4.685386978,1092.416299,1093.823819,2.665974,2.6659748,0,,15.26879983,,Life/Health Insurance,409.762,0.063373041,,0.732681393
AMSWA,"American Software, Inc. Class A",NASDAQ,1,Technology,0,11.34,351.0477039,111.798,112.703,13.39,6.03,0,12.053,3.372,3.366,165.058,107.525,52.474,67.83086963,,40.736,22.018,16.299,17.727,6.232,7.587207564,323.4963306,309.90772,3.469324,5.436341453,0,,31.9,15.95735132,Packaged Software,112.584,0.098747107,0.131103103,0.317912491
AMTB,Mercantil Bank Holding Corp. Class A,NASDAQ,1,Finance,1,14.85,636.9944715,272.914,272.914,,,,,,,8124.347,,7316.796,,,,,,,,,539.7211679,,,,0.6410241,,61.95238095,,Major Banks,807.551,,,0.900601119
AMWD,American Woodmark Corporation,NASDAQ,1,Consumer Cyclicals,0,81.3,1371.449709,1643.8071,1250.274,120.605,45.004,13.054,63.141,31.619,269.576,1645.345,364.367,1063.68,32.95475832,40.59031829,1047.307,136.355,39.185,86.775,107.093,5.882835232,961.2595219,2104.069,2.473627,,0,9,21.79966584,12.88429013,Building Products,581.665,0.023815674,0.065522592,0.646478398
ANDAU.U,Andina Acquisition Corp. III Units Cons of 1 Shs + 1 Rts + 1 Wt,NASDAQ,1,Finance,1,10.13,138.52776,,0,-0.00042,,0,-0.000424,0,-0.014225,0.035839,0,0.025064,,,0,,-0.00631,-0.006308,0,-1.183068724,,,,,,,,,Financial Conglomerates,0.010775,-0.17606518,-0.17606518,0.69934987
ANDE,"Andersons, Inc.",NASDAQ,1,Consumer Non-Cyclicals,0,35.13,1141.725035,3045.3821,3045.382,46.397,90.297,30.821,41.484,11.931,647.517,2392.003,1023.198,1515.239,23.40279397,49.17330252,105.162,207.285,-345.103,-35.519,309.584,1.821728073,845.8869599,1597.05528,1.025729,1.174479646,0,,20.50068587,11.68343365,Agricultural Commodities/Milling,876.764,-0.144273648,-0.150908174,0.633460326
ANGO,"AngioDynamics, Inc.",NASDAQ,1,Healthcare,0,21.22,788.0471365,349.01099,344.285,26.24,23.163,3.062,16.335,-8.87,5.129,705.472,168.032,162.877,44.48677694,112.4109292,491.562,39.401,38.896,41.287,3.656,2.311393607,747.265862,805.661582,1.442754,15.33970348,0,,47.79545455,16.97022816,Medical Specialties,542.595,0.055134718,0.181833481,0.230876633
ANH,Anworth Mortgage Asset Corporation,NYSE,0,Finance,1,4.16,410.0012594,132.961,132.961,111.846,0.473,115.519,-6.488,0,-485.988,5037.906,,4456.801,47.98961726,,,,86.337,86.337,0,-0.120109813,397.7945437,4867.32156,0.8534929,0.853492004,-5.555552,,,43.51806555,Real Estate Investment Trusts,581.105,0.017137477,,0.884653465
ANIK,"Anika Therapeutics, Inc.",NASDAQ,1,Healthcare,0,31.27,444.4092432,105.555,105.555,21.749,5.91,0,18.722,4.485,218.233,286.204,202.943,22.592,77.11145848,270.8540083,17.042,20.775,30.262,34.918,4.656,6.52800781,477.6317335,334.68329,1.811747,1.936967595,0,10,26.36905696,12.10033949,Pharmaceuticals: Other,263.612,0.105735769,0.112430432,0.078936702
ANIP,"ANI Pharmaceuticals, Inc.",NASDAQ,1,Healthcare,0,64.04,759.6337707,201.576,201.576,36.694,33.742,15.282,15.34,4.557,11.488,430.604,152.477,233.341,111.9303637,224.8037914,205.184,64.842,59.759,65.502,10.912,3.640497329,533.8410482,669.98244,2.707227,,-3.045547,,34.54838462,9.511931967,Pharmaceuticals: Other,197.263,0.138779482,0.265100701,0.541892319
AOBC,American Outdoor Brands Corporation,NASDAQ,1,Industrials,0,11.17,609.2118144,629.93799,606.85,27.817,50.97,11.168,20.128,-2.511,389.146,745.06,270.364,322.912,54.23574607,138.5348367,304.047,56.676,43.153,61.643,19.05,2.625797732,701.384393,763.349,1.414044,5.054447236,0,15,29.72972973,9.688768452,Aerospace & Defense,422.148,0.057918825,0.097849723,0.433404021
AOSL,Alpha and Omega Semiconductor Limited,NASDAQ,1,Technology,0,11.04,264.28655,443.03177,421.553,8.42,29.419,0.821,14.263,0.708,122.639,667.049,285.212,240.887,34.82259645,45.24328321,16.591,33.755,-174.269,3.48,194.133,2.677348781,243.9383916,455.75256,1.219576,1.296803472,0,,23.73333333,12.04451915,Semiconductors,426.162,-0.261253671,-0.267917375,0.361123396
APEI,"American Public Education, Inc.",NASDAQ,1,Consumer Non-Cyclicals,0,32.9,540.349618,298.84201,299.248,36.952,18.776,0,21.121,11.493,108.569,339.038,191.133,49.632,8.589907034,,38.505,7.136,33.15,47.938,14.788,6.452529412,467.4270189,231.114,1.408103,1.624199983,0,15,19.41860465,4.147179156,Other Consumer Services,289.406,0.09777665,0.110304027,0.14639067
APLS,"Apellis Pharmaceuticals, Inc.",NASDAQ,1,Healthcare,0,18.3,1029.905645,0,0,-127.92476,,2.512956,-127.502194,0,-276.765847,203.533559,202.439221,42.560904,,,,,-131.25898,-131.258977,0,-66.12069492,741.8451468,568.2661258,4.611485,4.611491681,0,,,,Medical Distributors,160.972655,-0.644900923,,0.209110007
APM,Aptorum Group Limited Class A,NASDAQ,1,Healthcare,0,14.7,425.9288809,,0,-5.69309,0.058903,0,-2.547462,0,-2.547462,31.559982,20.283399,1.330734,,,1.472707,,-7.87342,-5.782695,3.059451,,439.8367773,,,,,,,,Pharmaceuticals: Major,30.229248,-0.249474794,-0.261686045,0.042165233
APOG,"Apogee Enterprises, Inc.",NASDAQ,1,Non-Energy Materials,0,34.94,949.5294235,1409.834,1326.173,114.284,54.843,5.508,79.488,30.392,373.259,1022.32,336.278,510.965,55.23482796,60.36050124,347.037,208.965,74.267,127.463,53.196,8.7978935,841.2326871,1462.58988,2.421232,7.534835543,0,11.25,15.93115942,8.647879286,Building Products,511.355,0.072645551,0.109979075,0.499809257
APPS,"Digital Turbine, Inc.",NASDAQ,1,Telecommunications,0,3.21,252.2129103,59.085991,74.751,-5.809,2.66,2.067,-19.697,-0.951,-290.108,86.607,39.755,58.935,67.65959653,,43.499,17.05,4.974,6.966,1.992,-20.28663093,142.1123091,138.27163,5.548348,,0,,,,Internet Software/Services,27.672,0.057431847,0.115384615,0.68048772
APRN,"Blue Apron Holdings, Inc. Class A",NYSE,0,Consumer Non-Cyclicals,0,0.99,193.7088952,667.59998,667.6,-112.208,34.517,11.883,-122.149,0.088,-471.238,354.899,141.802,235.597,1.673281156,10.08976252,,0.494,-92.83,-77.808,15.022,-27.99630533,197.3399564,255.6694923,1.661319,1.661312205,0,,,,Internet Retail,119.302,-0.261567376,,0.663842389
APTS,"Preferred Apartment Communities, Inc.",NYSE,0,Finance,1,15.6,685.9648302,397.271,403.176,72.93,165.231,95.564,43.451,0,,4410.958,,2801.573,116.909253,,135.961,,100.998,145.381,44.383,1.133998179,602.4162399,2838.22092,0.3652494,0.398981721,0,7,,11.35420077,Real Estate Investment Trusts,1609.385,0.022897067,0.02362528,0.635139351
APTX,Aptinyx Inc,NASDAQ,1,Healthcare,0,5.2,174.1844022,6.7189999,4.962,-32.233,0.405,0,-32.068,0,-52.257,97.322,95.033,4.654,52.41082225,,0,0.937,-34.312,-32.735,1.577,-55.3049117,554.0404379,,,,0,-10,,,Medical/Nursing Services,92.668,-0.3525616,-0.3525616,0.047820637
APYX,Apyx Medical Corporation,NASDAQ,1,Healthcare,0,6.8,225.7871966,22.107998,38.883,-3.741,0.696,0.136,-5.062,-0.156,-28.496,30.988,22.547,8.956,45.011316,109.174819,1.874,4.857,-4.328,-3.704,0.624,-15.31665103,215.1619113,73.8762,3.87996,4.24065069,0,22.5,,,Medical Specialties,22.032,-0.139666968,-0.148657004,0.289015103
AQ,Aquantia Corp.,NYSE,0,Technology,0,7.76,270.4748044,120.784,120.784,-10.505,5.822,0,-9.772,0.475,-207.446,114.423,100.833,21.201,48.25860627,115.6674227,3.748,16.927,5.456,10.055,4.599,-8.694375614,305.6783619,232.355124,3.297426,3.435548061,0,25,,,Semiconductors,93.222,0.047682721,0.049297493,0.185286175
AQMS,"Aqua Metals, Inc.",NASDAQ,1,Non-Energy Materials,0,4.07,180.5452101,4.2740002,4.449,-37.028,3.447,3.447,-40.254,0.002,-95.096,71.371,22.752,21.281,65.91986963,53.13142386,1.271,0.725,-30.011,-26.318,3.929,-55.21318401,70.8562406,52.83578332,1.414592,1.451423326,100000,,,,Environmental Services,50.09,-0.420492917,-0.428116976,0.298174329
AQST,"Aquestive Therapeutics, Inc.",NASDAQ,1,Healthcare,0,7.5,187.0649958,62.801003,66.918,-0.113,3.923,7.707,-8.943,0,-120.093,43.116,28.163,69.611,46.3518037,-31.58675574,0.254,6.179,3.756,5.824,2.068,-21.67868614,157.1346012,,,,0,,,,Pharmaceuticals: Major,-26.495,0.087113832,0.087630069,1.614505056
ARA,"American Renal Associates Holdings, Inc.",NYSE,0,Healthcare,0,12.85,417.8434404,817.24707,745.106,122.424,37.634,29.389,-7.419,8.194,-123.789,964.208,187.591,703.828,42.29895142,22.92606452,598.795,79.662,92.474,128.547,36.073,-0.760832557,374.5958352,1346.448738,,,0,5.178933,,8.412255168,Medical/Nursing Services,260.38,0.095906692,0.253067078,0.729954533
ARAY,Accuray Incorporated,NASDAQ,1,Healthcare,0,5,439.3999863,411.76501,404.897,-3.797,9.732,14.959,-23.899,0.878,-474.285,378.727,283.016,330.095,62.5539273,195.3300765,58.676,65.994,12.055,18.331,6.609,-6.087436051,295.5106199,386.2253,7.261264,,0,,,65.07587195,Medical Specialties,48.632,0.031830316,0.037665872,0.871590882
ARC,"ARC Document Solutions, Inc.",NYSE,0,Business Services,0,2.2,105.4085983,400.784,400.784,17.86,32.887,5.88,8.873,3.334,29.397,360.527,115.375,213.225,52.44397855,43.92550005,126.177,58.035,40.034,54.964,14.93,2.46446893,93.86949969,197.1445,0.6696195,6.66526398,,,10.40609137,3.884850336,Commercial Printing/Forms,147.302,0.111043001,0.170829955,0.591425885
ARCB,ArcBest Corporation,NASDAQ,1,Industrials,0,33.34,852.5037937,3093.7881,3093.788,147.35,108.635,9.668,67.112,17.124,501.389,1539.231,649.226,821.549,36.26430285,,177.269,297.051,211.153,255.145,54.089,4.620651099,880.1393752,922.3849501,1.221454,1.622121577,-0.2032936,13.40501,13.62822706,3.603277341,Trucking,717.682,0.137180839,0.155035897,0.5337399
ARCE,Arco Platform Ltd. Class A,NASDAQ,1,Consumer Non-Cyclicals,0,23.8,1196.218679,,76.54649115,22.43316,4.475355245,0.097099673,13.86176136,7.115213448,22.2564891,129.7546049,63.3203702,37.58524012,123.8432825,187.0845294,52.90253535,28.62018028,17.95905,19.62353066,3.558546398,12.10869729,1111.779791,,,,0,,,,Internet Software/Services,92.16936481,0.138407805,0.233683362,0.289664017
ARDX,"Ardelyx, Inc.",NASDAQ,1,Healthcare,0,2.85,177.0847393,44.521999,2.607,-90.947,2.678,3.534,-91.298,0.004,-365.512,183.332,176.371,67.519,1111.730917,,,0.085,-70.585,-70.274,0.311,-53.51033745,111.2216446,-18.24634499,0.9662514,0.966253895,100000,,,,Biotechnology,115.813,-0.385011891,,0.368288133
AREC,American Resources Corporation,NASDAQ,1,Energy,0,4.3,100.1857035,28.873632,20.820998,-13.76888,4.348765,1.035828,-14.368565,0,-42.019595,18.263385,2.702401,58.356449,16.67834186,-13.96189781,0,1.870562,-5.81801,-5.644574,0.173432,-156.517281,164.7518228,15.14532966,,,,,,,Financial Conglomerates,-40.093064,-0.318561428,-0.318561428,3.195270154
ARL,"American Realty Investors, Inc.",NYSE,0,Finance,1,12,191.9639969,126.77299,125.89,17.097,25.679,68.571,-8.431,0.18,5.967,1296.72,,1130.837,119.3186711,,,,-30.747,-28.761,1.986,-0.68222213,193.083782,1177.382526,1.814521,1.814520256,,,,27.52437175,Real Estate Development,165.883,-0.023711364,,0.872074928
ARLO,"Arlo Technologies, Inc.",NYSE,0,Technology,0,4.61,342.3155473,464.603,464.603,-47.795,5.307,,-75.483,0.772,-45.849,621.198,515.474,351.696,131.947905,188.1928692,18.461,166.045,-39.352,-17.686,21.666,-16.64283596,740.9850425,491.54838,2.74947,2.95165951,0,-18.89325,,,Electronics/Appliances,269.502,-0.063348562,-0.065288841,0.56615765
AROC,Archrock Inc.,NYSE,0,Energy,0,9.52,1241.541354,904.44098,904.441,163.565,174.946,93.328,20.248,6.15,-2263.677,2552.515,256.196,1710.941,55.82563982,71.52144177,52.37,147.985,-93.155,225.947,319.102,0.816365697,968.7341425,2343.45429,1.151711,1.228136478,0,,40.48648649,6.922830543,Oilfield Services/Equipment,841.574,-0.036495378,-0.037259839,0.670296159
AROW,Arrow Financial Corporation,NASDAQ,1,Finance,1,33.8,489.1535931,125.452,125.452,,,4.745,36.279,9.026,29.257,2988.334,,2718.75,,,23.725,,,,,1.262141884,462.7850688,761.03576,1.718963,1.884839974,0,,12.808,,Regional Banks,269.584,,,0.909787862
ARPO,"Aerpio Pharmaceuticals, Inc.",NASDAQ,1,Healthcare,0,2.98,120.9879962,20.155287,20.15743,-11.18124,0.046686,0,-10.396635,0,-118.959291,64.123492,63.984083,5.456917,,,0,,-5.84596,-5.808046,0.037912,-24.41924885,68.99960406,-4.9315718,1.176129,1.176131499,-100000,,,,Pharmaceuticals: Major,58.666575,-0.091167212,-0.091167212,0.085100122
ARQL,"ArQule, Inc.",NASDAQ,1,Healthcare,0,3.25,354.2305107,22.823,25.764,-13.699,0.046,1.666,-15.482,0,-548.02,106.676,106.403,27.708,42.38782798,,0,5.984,-13.025,-13.025,0,-19.90255692,301.9133871,189.52895,3.82359,3.823575049,-100000,,,,Pharmaceuticals: Other,78.968,-0.122098691,-0.122098691,0.259739773
ARR,"ARMOUR Residential REIT, Inc.",NYSE,0,Finance,1,19.59,1149.678344,35.973,35.973,48.264,,154.23,-105.966,0,-1583.245,8464.61,,7339.297,226.6220499,,0,,75.223,75.223,0,-1.218453279,867.88797,7669.084,0.7961317,0.796131715,0,,,158.8986408,Real Estate Investment Trusts,1125.313,0.008886765,0.008886765,0.867056722
ARTNA,Artesian Resources Corporation Class A,NASDAQ,1,Utilities,0,38.48,354.5923117,81.256012,82.235,26.895,9.555,6.177,13.983,7.295,37.903,494.639,18.985,347.995,48.88119414,8.079129671,0,10.324,-5.315,35.779,41.094,2.957440396,322.2141838,472.26452,2.423057,2.423057032,,,25.53642384,12.95650261,Water Utilities,146.644,-0.01074521,-0.01074521,0.703533284
ARVN,"Arvinas, Inc.",NASDAQ,1,Healthcare,0,16.88,546.0848822,13.456048,7.578876,-24.76027,0.347395,0.050357,-24.049206,0,-62.417397,66.848369,65.528728,66.602499,661.0136787,,0,25,4.10067,5.113094,1.012428,-45.90189129,415.7103847,,,,0,,,,Biotechnology,0.24587,0.061342858,0.061342858,0.996321975
ARYAU.U,ARYA Sciences Acquisition Corp. Units Cons of 1 Cl A Shs + 1/2 Wt,NASDAQ,1,Finance,1,10.36,148.925,,,,,,,,,,,,,,,,,,,,148.6375,,,,,,,,Financial Conglomerates,0,,,#DIV/0!
ASC,Ardmore Shipping Corp.,NYSE,0,Energy,0,5.24,173.4335102,210.17918,210.179181,-9.61632,38.775156,25.138153,-42.939001,0.162923,-52.925752,844.759801,109.468901,498.175867,48.20059208,32.41180263,0,27.460132,-11.87065,5.686227,17.556879,-5.080637323,154.5676605,566.280136,0.4459724,0.445972387,0,,,19.42053031,Marine Shipping,346.583934,-0.014052101,-0.014052101,0.589724874
ASIX,"AdvanSix, Inc.",NYSE,0,Non-Energy Materials,0,32.48,942.7644365,1514.984,1514.984,93.263,53.233,0,66.244,19.524,187.819,1034.626,311.063,614.288,42.91734599,17.02308462,15.005,158.55,64.17,173.385,109.215,6.354645307,725.4050123,944.2036029,1.699245,1.762149453,0,10,11.38234194,6.445251768,Chemicals: Specialty,420.338,0.062022412,0.062935149,0.593729522
ASMB,"Assembly Biosciences, Inc.",NASDAQ,1,Healthcare,0,18.91,482.980313,14.384232,14.804,-92.735,0.643,0,-90.751,1.099,-341.787,268.045,222.502,57.392,57.98259474,,41.638,2.43,-65.298,-64.958,0.34,-41.50054769,575.9730665,297.6931873,2.73771,3.412161722,-100000,3,,,Pharmaceuticals: Other,210.653,-0.243608349,-0.288409811,0.214113302
ASNA,"Ascena Retail Group, Inc.",NASDAQ,1,Consumer Cyclicals,0,1.95,385.0021525,6580.3994,6578.3,152.2,355.5,113,-39.7,-41.8,-278.8,3570.5,1110.3,2772,5.082468115,28.75844476,1199,100.9,87.6,273.9,186.3,-1.066917495,495.5668592,1876.52,0.9882613,,0,22,,3.646560435,Apparel/Footwear Retail,798.5,0.024534379,0.036938646,0.776361854
ASPS,Altisource Portfolio Solutions S.A.,NASDAQ,1,Finance,1,24.83,404.8034763,838.20203,838.202,27.395,59.211,26.254,-5.382,4.098,590.655,741.7,,445.032,21.46492731,,173.04,,74.954,78.87,3.916,-0.669876231,382.1275686,618.5177776,1.239028,2.990801997,0,,,7.141742807,Finance/Rental/Leasing,296.668,0.101057031,0.13180811,0.600016179
ASRT,"Assertio Therapeutics, Inc.",NASDAQ,1,Healthcare,0,4.15,265.3468527,363.57803,311.77,64.26,,68.881,36.908,1.067,,932.866,151.556,712.531,64.21070821,54.72195627,692.099,37.211,,,,3.744186483,230.8197803,686.94888,,,-23.99268,,6.333333333,4.089833477,Pharmaceuticals: Major,220.335,,,0.763808521
ASTE,"Astec Industries, Inc.",NASDAQ,1,Industrials,0,39.14,892.3137192,1171.599,1171.599,-73.361,,1.045,-60.449,-25.234,,855.457,560.991,270.167,39.55483702,147.3195076,,,,,,-6.92810922,688.2716423,723.35338,,,15.68862,,,,Trucks/Construction/Farm Machinery,585.29,,,0.315815991
ATAX,"America First Multifamily Investors, L.P.",NASDAQ,1,Finance,1,6.78,411.4850056,84.327255,84.327259,63.11326,3.556265,25.655231,38.853586,-0.921097,,982.713246,,583.897129,29.33117045,,0,,25.13244,25.665421,0.532977,3.786011307,339.7458481,967.5615294,1.121546,1.121546605,0,,9.376042709,14.51280179,Investment Trusts/Mutual Funds,398.816117,0.025574541,0.025574541,0.594168371
ATEN,"A10 Networks, Inc.",NYSE,0,Technology,0,6.93,511.4201032,232.22301,232.223,-27.679,7.88,0.129,-27.617,1.082,-272.246,235.876,214.939,131.993,80.34705865,145.0124758,5.055,53.972,-5.491,-2.694,2.797,-11.98826221,460.4994814,,,,0,23.5,,,Information Technology Services,103.883,-0.023279181,-0.023788997,0.559586393
ATHX,"Athersys, Inc.",NASDAQ,1,Healthcare,0,1.49,211.2015446,23.948,3.708,-28.583,0.684,0,-32.241,0,-350.63,33.593,31.19,10.217,65.80434196,,0,0.739,-24.303,-24.018,0.285,-122.4659564,204.1142513,173.5005979,9.452684,9.452437968,0,,,,Biotechnology,23.376,-0.723454291,-0.723454291,0.304140744
ATKR,Atkore International Group Inc.,NYSE,0,Industrials,0,22.18,1019.836404,1872.609,1835.139,181.547,66.89,40.694,134.189,29.707,-317.373,1324.06,647.138,1202.001,48.68691418,67.05517107,462.045,265.147,107.202,145.703,38.501,10.56959174,936.646389,2212.56617,10.23293,,0,10,10.69369987,8.905944646,Electrical Products,122.059,0.080964609,0.124362105,0.907814601
ATLO,Ames National Corporation,NASDAQ,1,Finance,1,28.76,267.2666885,57.627899,57.6279,,,0.761389,17.013878,4.4061,137.891821,1455.687351,,1282.822287,,,12.296505,,,,,1.202076907,236.6856174,261.1262331,1.366591,1.471245769,,,13.89071038,,Regional Banks,172.865064,,,0.881248495
ATNI,"ATN International, Inc.",NASDAQ,1,Telecommunications,0,55.62,890.0868573,451.207,451.207,38.505,85.719,7.973,19.815,18.87,563.593,1107.304,275.765,283.98,33.09945324,-88.5220823,171.479,38.305,-70.056,115.865,185.921,1.713426685,1141.976441,1173.10326,1.646095,2.184874175,0,,57.90965026,9.443451024,Major Telecommunications,823.324,-0.063267179,-0.07486015,0.256460737
ATNX,"Athenex, Inc.",NASDAQ,1,Healthcare,0,12.13,811.4241936,82.702003,38.043,-109.888,3.673,5.912,-131.17,0.085,-326.276,141.417,83.758,50.695,53.94454959,88.89008467,46.367,8.468,-86.952,-81.512,6.99,-106.0786795,848.8847963,746.0077075,10.28155,21.19809773,0,-20.1466,,,Pharmaceuticals: Major,90.722,-0.614862428,-0.914802735,0.358478825
